cluster1,cluster2
-0.050304744,-0.12748337
-0.29517746,-0.3464799
-3.5364275,-4.206984
-0.10690269,-0.015005553
-0.107376166,-0.16425332
-0.1273478,-0.06760265
0.31500912,0.31492487
-0.17381528,-0.21304137
0.0930328,0.07150924
-0.045486666,0.03219214
-0.3743797,-0.31557396
0.0034657046,0.057529118
-0.016469464,-0.10863618
-0.06703296,0.04464505
0.26437983,0.19484359
0.08981274,-0.029466333
0.20830649,0.13280678
0.2315647,0.20054512
0.047764402,-0.06040772
-0.13555792,-0.22126336
-0.108107895,-0.023572255
0.17564851,0.25008658
-0.0025925823,0.054972727
-0.20962222,-0.2790533
0.1505145,0.15853156
-0.17214157,-0.17810749
0.2865258,0.38209283
-0.0061229244,-0.06869681
-0.24870086,-0.27228498
0.16706347,0.10602725
-0.31457192,-0.20709528
-0.105173714,-0.12755688
-0.11819672,-0.08089643
-0.17357813,-0.16721512
-0.08809991,-0.11746881
0.26392785,0.38603136
0.033154234,0.05169891
-0.23653907,-0.3666396
-0.0071138665,0.024495294
-0.019753188,-0.23515126
0.22985041,0.032618586
-0.15100484,-0.13758609
-0.034398265,0.09698631
0.02351828,-0.22305214
0.08071955,0.08394023
0.022886217,0.15532134
0.18953322,0.36007044
-0.057028655,-0.114296
-0.028648281,0.015411183
-0.32781225,-0.10296099
0.009642232,0.06245911
0.2089411,0.079203345
0.16651902,0.12650415
-0.027929327,-0.0022769906
0.06218627,-0.080546185
-0.19749463,-0.223292
0.01900123,0.07106192
-0.07505074,0.057917517
0.09428814,0.028996877
0.30955455,0.4362401
-0.23085108,-0.17322245
-0.08842894,0.014859241
0.114142746,0.2873472
-0.12277281,-0.05465789
-0.16664192,-0.33781287
0.08606204,-0.12038566
-0.19991343,-0.26914957
0.00052793697,0.011248645
-0.265788,-0.43863624
-0.16502197,-0.2290358
-0.00425753,0.026017508
0.035169326,-0.013776352
-0.113332935,-0.2572046
0.14389436,0.3145371
-0.08235747,-0.011793816
-0.80384904,-0.61585206
-0.12295603,0.06305162
-0.10923535,-0.2137132
-0.04063458,0.0064012334
-0.0051228357,-0.01696436
0.2125646,0.19157577
0.07842879,0.07523491
-0.16419905,-0.29564643
-0.1507534,-0.3002785
0.16106987,0.08573795
0.15325011,0.0839506
-0.03242458,-0.037612867
-0.071239784,-0.06157752
-0.05410639,0.012899579
-0.1951021,-0.12331494
-0.121371165,0.0044419914
-0.028258093,-0.006341977
0.18835984,0.22527413
0.099371046,0.0007878132
0.20611641,0.15857497
-0.02309559,0.030111112
0.00026275963,-0.07205695
0.058812,-0.11465042
0.16158469,0.14423142
-0.1910315,-0.06294592
0.25537705,0.1798446
-0.13924822,-0.14813837
-0.09486895,0.056022227
-0.10732442,-0.10662255
0.2715198,0.20423304
-0.27068135,-0.3981551
-0.15521574,-0.2874874
0.05816356,0.0071031647
-0.42369705,-0.3827863
0.02370426,0.0076225502
-0.034844246,0.045028694
0.03281372,-0.033597514
0.31976742,0.35307294
-0.2472338,-0.1752297
0.18458009,0.17356709
-0.13357149,-0.17950198
0.03135612,-0.09471977
-0.045995187,-0.04569193
-0.04954119,0.014051848
0.3451233,0.33146724
0.046531405,0.111571945
0.048566937,-0.13817205
0.03910531,-0.22340876
0.34695774,0.5156897
-0.052910045,-0.2286097
-0.2607976,-0.290703
-0.13110301,-0.3423522
0.095508344,0.18448968
-0.06405222,-0.054698344
-0.13292399,-0.017769787
-0.15472516,-0.20581347
-0.071242034,-0.19354835
0.015925586,-0.09952191
-0.08921993,-0.1951732
0.038998377,0.0063285585
-0.26315787,-0.0031009838
0.03719271,0.15752614
0.0030714571,0.097006835
-0.10225795,-0.15163392
0.08077483,-0.09650143
-0.0033664443,-0.08148609
0.1542597,0.008948449
0.18173075,0.18613747
0.16165765,0.1359936
-0.11501888,0.067525536
0.00013886392,-0.013645493
0.15005425,0.2969024
0.27502012,0.15666646
0.032007635,0.25795218
0.009675253,-0.006441272
0.13943174,0.04077708
0.14964412,0.053483956
0.012367494,0.14922483
-0.29797763,-0.33038253
0.06988406,0.028113697
-0.2933116,-0.14116278
0.028938351,0.038079694
-0.14585942,0.057338472
0.29106978,0.3239871
-0.10437663,-0.07840846
-0.20291395,-0.15893474
-0.2841276,-0.45045292
-0.012286589,0.24373889
0.079766095,0.16936491
-0.0014253333,0.08615081
0.0583516,0.021617938
-0.17115858,-0.03436443
0.18948092,0.21270801
0.17929727,0.25809994
-0.1736685,-0.062184654
-0.119234756,0.002799742
0.14299354,0.02728084
0.0824787,-0.10958678
