cluster1,cluster2
0.03439369,-0.029264722
-0.17509407,-0.2799854
0.19943723,0.3338121
-0.05871509,0.015670124
-0.7557515,-0.59836084
-0.0068997294,0.071176626
-0.17164618,-0.2320754
0.013506055,0.0019766754
-0.038426563,-0.010131585
0.19679631,0.19129984
0.06971757,0.08484466
-0.24684426,-0.30175832
-0.23649684,-0.29271406
0.13966078,0.080288105
0.14671437,0.06598708
-0.057802632,-0.029737521
-0.07251471,-0.08332057
-0.053928718,0.023677673
-0.18583298,-0.10904681
-0.03101811,0.02852684
-0.059187226,0.018178586
0.229446,0.22529913
-0.0026210137,-0.02445938
0.17345527,0.16432676
-0.018484432,0.04249347
-0.03648279,-0.07190642
-0.01031021,-0.11865789
0.16022715,0.12816104
-0.1522004,-0.048943
0.24094182,0.17143503
-0.15599938,-0.14094105
-0.05144213,0.0842398
-0.09718074,-0.112659566
0.21638836,0.2103276
-0.31867582,-0.4133271
-0.230642,-0.27999485
0.05005748,-0.0048166206
-0.44491383,-0.39336085
-0.018849533,-0.003706282
0.008778349,0.047581136
0.04517767,-0.042143486
0.33785018,0.34404024
-0.22781174,-0.16154714
0.19195734,0.16583845
-0.16175276,-0.19138254
-0.012991436,-0.10606615
-0.029834507,-0.043789692
-0.04034011,0.027555425
0.3001914,0.34447184
0.065971464,0.13767603
-0.026197433,-0.13817401
-0.03511782,-0.25227836
0.44647712,0.51989955
-0.098155424,-0.24700308
-0.3123504,-0.28542265
-0.19623365,-0.3759044
0.12999046,0.19809575
-0.09192589,-0.046985652
-0.08756698,0.021715485
-0.17261538,-0.22218347
-0.15178555,-0.21549661
-0.0039405823,-0.09994672
-0.12730508,-0.2109058
0.061282128,-0.0068895314
-0.123299986,0.026085744
0.05754357,0.18143772
0.013282709,0.1123388
-0.170896,-0.14069425
0.054823447,-0.11017271
-0.0010489412,-0.09081114
0.09674843,-0.002388483
0.18005614,0.18961942
0.18770523,0.11278729
-0.06611945,0.08241996
-0.03269912,-0.026378488
0.18038058,0.3255607
0.24730918,0.13628748
0.12814738,0.28615156
0.011983994,-0.004493285
